| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| Vinyl 2-chloroethyl ether | Styrene | 0.07 | 160 |  |  |  | 597 |
| Vinyl 2-chloroethyl ether | Vinyl acetate | 0.16 | 2.36 |  |  |  | 597 |
| Vinyl 3,3-bis(ethoxycarbonyl)propyl | Acrylonitrile | 0.06 | 1.02 |  |  |  | 1015 |
| Vinyl 4-dithiobenzoate methyl | Methacrylate, methyl | 0.3 | 0.29 | 0.151 | 0.092 | Y | 697 |
| Vinyl 4-dithiobenzoate methyl | Styrene | 2.08 | 0.81 | 0.111 | 0.009 | Y | 697 |
| Vinyl 4-chlorocyclohexyl ketone | Maleic anhydride | 0.12 | 0.08 |  |  |  | 836 |
| Vinyl 4-chlorocyclohexyl ketone | Methacrylate, methyl | 0.51 | 0.77 |  |  |  | 668 |
| Vinyl 4-chlorocyclohexyl ketone | Styrene | 0.58 | 0.53 |  |  |  | 668 |
| Vinyl 4-chlorocyclohexyl ketone | Vinyl acetate | 0.15 | 0.1 |  |  |  | 668 |
| Vinyl 4-chlorocyclohexyl ketone | Vinyl cyclohexyl ketone | 0.5 | 1.6 |  |  |  | 668 |
| Vinyl N,N-methylacetamide | Vinyl acetate | 0.93 | 0.49 |  |  |  | 631 |
| Vinyl a-chloro-, triethoxysilane | Acrylonitrile |  | 237 |  |  |  |  |
| Vinyl acetate | 2-Oxazolinium BF4, 3-methyl- | 0.114 | 0.021 | 0.413 | 0.005 | Y | 908 |
| Vinyl acetate | Acetamide, N-vinyl- | 0.6 | 5.5 |  |  |  | 984 |
| Vinyl acetate | Acetamide, N-vinyl- | 0 | 21 |  |  |  | 984 |
| Vinyl acetate | Acetate, 2-chloro-, vinyl | 0.8 | 1.18 |  |  |  | 892 |
| Vinyl acetate | Acetate, allyl | 1.8 | 0.43 |  |  |  | 1045 |
| Vinyl acetate | Acetate, chloro-, allyl | 0.77 | 0.69 |  |  |  | 1045 |
| Vinyl acetate | Acetate, dichloro-, allyl | 0.57 | 0.54 |  |  |  | 1045 |
| Vinyl acetate | Acetate, trichloro-, allyl | 0.41 | 0.28 |  |  |  | 1045 |
| Vinyl acetate | Acrolein, methyl | 0.15 | 0.98 |  |  |  | 589 |
| Vinyl acetate | Acrylamido, 2-, -2-methylpropane-sulfonate | 0.05 |  | 11.6 |  |  | 700 |
| Monomer 1 | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl acetate | Acrylamidomethylamino, p-,azobenzene | 0.126 |  | 12.98 |  |  | 858 |
| Vinyl acetate | Acrylate, sodium |  |  |  |  | Y | 37 |
| Vinyl acetate | Acrylonitrile |  |  |  |  | N | 235 |
| Vinyl acetate | Allyl chloride | 0.66 | 0.15 | 0.61 | 0.15 | Y |  |
| Vinyl acetate | Allystearamide, N- | 0.923 | 0.092 | 0.68 | 0.26 | Y | 119 |
| Vinyl acetate | Bicyclo[2.2.1]hept-2-ene-5,6-dicarboximide, N-benzyl | 1.26 |  | 0.35 |  |  | 994 |
| Vinyl acetate | Bicyclo[2.2.1]hept-2-ene-5,6-dicarboximide, N-benzyl | 1.46 |  |  | 0.15 |  | 994 |
| Vinyl acetate | Bicyclo[2.2.1]hept-2-ene-5,6-dicarboximide, N-benzyl | 1.99 |  | 0.014 |  |  | 994 |
| Vinyl acetate | Carbon monoxide | 0.24 |  | 0.33 |  |  | 474 |
| Vinyl acetate | Diallyl β-cyanoethylisocyanurate | 0.06 |  | 4.6 |  |  | 778 |
| Vinyl acetate |  |  |  |  |  |  |  |
|  | Acrylate, methyl Acrylonitrile 5,6-dicarboximide, N-benzyl Crotonic acid Crotonic acid Diallyl melamine | 0.04 -0.06 0.317 0.31 0.68 | 0.01 0.08 0.081 0.07 0.026 | 7.28 5.29 0.04 0.001 0.318 | 0.37 1.13 0.14 0.1 0.073 | Y Y N Y | 858 570 1067 489 75 3 438 47 201 |
| Monomer 1 | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. | Monomer 1 | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl acetate | Diallyl phthalate | 0.414 | 0.029 | 1.66 | 0.16 | Y | 297 | Vinyl acetate | Diallyl phthalate | 0.72 | 1.2 | 509 |  |  |  |  |
| Vinyl acetate | Diallyl, 1,3-, 5-(2-hydroxy-3-phenoxypropyl) | 0.15 | 5.5 | 671 |  |  |  |  |  |  |  |  |  |  |  |  |
| Vinyl acetate | Diallyl, 1,3-, 5-(2-hydroxy-3-phenoxypropyl) | 0.16 | 3.65 | 676 |  |  |  |  |  |  |  |  |  |  |  |  |
| Vinyl acetate | Diallylcyanamide | 0.01 | 1.62 | 581 |  |  |  | Vinyl acetate | Diallyldimethylammonium chloride | 0.35 | 1.95 | 1029 |  |  |  |  |
| Vinyl acetate | Ethylene | 0.72 | 1.2 | 0.16 | 0.03 | N | 309 | Vinyl acetate | Ethylene | 1.14 | 0.28 | 413 |  |  |  |  |
| Vinyl acetate | Ethylene | 1.52 | 0.74 | 559 |  |  |  | Vinyl acetate | Ethylene | 1.03 | 0.77 | 0.88 | 0.52 | N | 42 |  |
| Vinyl acetate | Ethylene | 1.23 | 0.21 | 0.13 | 0.01 | N | 68 | Vinyl acetate | Ethylene | 1.4 | 0.79 | 766 |  |  |  |  |
| Vinyl acetate | Ethylene | 0.33 | 0.58 | -0.13 | 0.36 | Y | 6 | Vinyl acetate | Ethylene, chlorotrifluoro- | 0.68 | 0.11 | 0.04 | 0.02 | Y | 1097 |  |
| Vinyl acetate | Ethylene, chlorotrifluoro- | 0.47 | -0.02 | Y | 236 | Vinyl acetate | Ethylene, dichloro-, cis- | 1.02 | 0.27 | 0.055 | 0.024 | Y | 137 |  |  |  |
| Vinyl acetate | Ethylene, dichloro-, cis- | 6.4 | 0.01 | Y | 137 | Vinyl acetate | Ethylene, dichloro-, cis- | 0.898 | 0.06 | 0.058 | 0.03 | Y | 9 |  |  |  |
| Vinyl acetate | Ethylene, dichloro-, cis- | 4.13 | 1.94 | 0.1 | 0.14 | Y | 9 | Vinyl acetate | Ethylene, tetrachloro- | 4.45 | 1.87 | -0.07 | 0.015 | Y | 3 |  |
| Vinyl acetate | Ethylene, tetrachloro- | Y | 59 | Vinyl acetate | Ethylene, trichloro- | 0.607 | 0.076 | -0.06 | 0.34 | Y | 158 |  |  |  |  |  |
| Vinyl acetate | Ethylene, trichloro- | 0.7 | 0.1 | -0.006 | 0.019 | Y | 9 | Vinyl acetate | Fumarate, diethyl | 0.011 | 0.007 | Y | 137 |  |  |  |
| Vinyl acetate | Fumarate, diethyl | 0.09 | 0.33 | 718 |  |  |  | Vinyl acetate | Fumarate, diisopropyl | 0.012 | 0.9 | 1038 |  |  |  |  |
| Vinyl acetate | Fumaryl chloride | Y | 91 | Vinyl acetate | Hexatriene, tetrachloro- | Y | 4 |  |  |  |  |  |  |  |  |  |
| Imidazole, 1-vinyl- | Vinyl acetate | -0.11 | 1.17 | 1.9 | 6.99 | Y | 364 | Vinyl acetate | Indene | 0.39 | 0.2 | 8.64 | 2.8 | Y | 360 |  |
| Vinyl acetate | Isobutylene | 1.66 | 0.18 | 0.17 | 0.19 | Y | 211 | Vinyl acetate | Isobutylene, 3-chloro- | 0.13 | 0 | 475 |  |  |  |  |
| Vinyl acetate | Isopropenyl acetate | 1.171 | 0.038 | 1.082 | 0.074 | Y | 100 | Vinyl acetate | Itaconate, dimenthyl | Y | 975 |  |  |  |  |  |
| Vinyl acetate | Itaconic anhydride | -0.019 | 0.045 | 1.57 | 0.36 | Y | 365 | Vinyl acetate | Itaconic anhydride | -0.04 | 0.024 | 2.87 | 0.32 | Y | 365 |  |
| Vinyl acetate | Maleate, di-tert-butyl | 0.005 | 0.024 | 0.199 | 0.02 | Y | 1049 | Vinyl acetate | Maleate, diethyl | 0.171 | 0.025 | 0.04 | 0.012 | Y | 137 |  |
| Vinyl acetate | Maleate, dimethyl | -0.006 | 0.084 | 0.257 | 0.086 | Y | 1049 | Vinyl acetate | Maleic anhydride | 0.019 | 0.008 | -0.058 | 0.074 | Y | 260 |  |
| Vinyl acetate | Maleimide, N-(2-hydroxyethyl)- | -0.014 | 0.037 | 0.61 | 0.12 | Y | 323 | Vinyl acetate | Maleimide, N-(2-hydroxyethyl)- | 0.01 | 0.041 | 0.88 | 0.17 | Y | 323 |  |
| Vinyl acetate | Maleimide, N-(2-hydroxyphenyl)- | -0.011 | 0.027 | 1.75 | 0.17 | Y | 323 | Vinyl acetate | Maleimide, N-hydroxymethyl- | 0.017 | 0.037 | 1.45 | 0.21 | Y | 323 |  |
| Vinyl acetate | Maleimide, N-phenyl- | -0.003 | 0.006 | 1.284 | 0.046 | Y | 328 | Vinyl acetate | Methacrylamide, 1-deoxy-D-glucitol | 0.16 | 0.56 | 258 |  |  |  |  |
| Vinyl acetate | Methacrylate, 2,2,6,6-tetramethyl-4-piperidinyl | 0.2 | 13.7 | 664 |  |  |  |  |  |  |  |  |  |  |  |  |
| Vinyl acetate | Methacrylate, butyl | -0.003 | 0.15 | 30.18 | 14.47 | Y | 165 | Vinyl acetate | Methacrylate, di-, di-n-butylstannyl | 0.013 | 0.018 | 0.013 | 0.036 | Y | 949 |  |
| Vinyl acetate | Methacrylate, ethyl | -0.77 | 5.29 | 131.8 | 29.8 | N | 210 | Vinyl acetate | Methacrylate, ferrocenylmethyl | 0.2 | 1.52 | 293 |  |  |  |  |
| Vinyl acetate | Methacrylate, isobutyl | -0.06 | 0.22 | 29.7 | 24.16 | Y | 165 | Vinyl acetate | Methacrylate, methyl | -0.2 | 0.01 | 2.71 | 0.25 | Y | 158 |  |
| Vinyl acetate | Methacrylate, methyl | -0.81 | 1.17 | 137.5 | 5.9 | N | 210 | Vinyl acetate | Methacrylate, methyl | 0.03 | 26 | 272 |  |  |  |  |
| Vinyl acetate | Methacrylate, methyl | 0.04 | 28.6 | 383 |  |  |  | Vinyl acetate | Methacrylate, methyl | 0.07 | 22.21 | 471 |  |  |  |  |
| Vinyl acetate | Methacrylate acid | 0.01 | 0.2 | 377 |  |  |  | Vinyl acetate | Methacrylonitrile | 0.01 | 12 | 75 |  |  |  |  |
| Vinyl acetate | N,N-Divinylaniline | 0.058 | 0.009 | 3.99 | 0.12 | Y | 45 |  |  |  |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl acetate | Oxazoline, 2-, 4-acryloxymethyl- | 0.03 |  | 1.41 |  |  | 596 |
|  | dimethyl-2,4-dimethyl |  |  |  |  |  |  |
| Vinyl acetate | Oxazoline, 2-, 4-methacryloxy- | 0.05 |  | 6.2 |  |  | 596 |
|  | 2,4-dimethyl |  |  |  |  |  |  |
| Vinyl acetate | Oxazolinium, 2- tetrafluoroborate, | 0.43 | 0.057 | 0.366 | 0.151 | Y | 877 |
|  | 3-methyl |  |  |  |  |  |  |
| Vinyl acetate | Phosphonate, a-carbomethoxyvinyl-, | 0.09 |  | 0.6 |  |  | 684 |
|  | diethyl |  |  |  |  |  |  |
| Vinyl acetate | S-Ethyl N-vinyl-N-methylthiolcarbamate | 0.67 | 0.1 | 1.22 | 1.17 | Y | 197 |
| Vinyl acetate | S-Vinyl N,N-diethylthiolcarbamate | 0.133 | 0.025 | 1.89 | 0.77 | Y | 197 |
| Vinyl acetate | Triazole, 1,2,3-, 1-p-bromophenyl- | -0.011 | 0.008 | 42.47 | 9.84 | Y | 670 |
|  | 4-vinyl |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl acetate | Vinyl butyl ether | 0.71 | 0.2 |  |  |  | 448 |
| Vinyl acetate | Vinyl butyl ether | 2.5 | 0.16 |  |  |  | 553 |
| Vinyl acetate | Vinyl butyrate | 1 | 0.97 |  |  |  | 272 |
| Vinyl acetate | Vinyl butyrate | 1.35 | 1.25 |  |  |  | 515 |
| Vinyl acetate | Vinyl cyclohexyl ketone | 0.08 | 13.76 |  |  |  | 846 |
| Vinyl acetate | Vinyl cymantrene | 0.072 | 0.003 | 7.21 | 1.01 | Y | 354 |
| Vinyl acetate | Vinyl dodecyl ether | 3.67 | 0 |  |  |  | 372 |
| Vinyl acetate | Vinyl ethyl ether | 3.42 | 0.26 |  |  | Y | 158 |
| Vinyl acetate | Vinyl fluoride | 3.5 | 0.25 |  |  |  | 755 |
| Vinyl acetate | Vinyl formate | 1.41 | 0.68 |  |  |  | 401 |
| Vinyl acetate | Vinyl isopropyl ketone | 0.3 | 7.87 |  |  |  | 601 |
| Vinyl acetate | Vinyl laurate | 1.4 | 0.7 |  |  |  | 503 |
| Vinyl acetate | Vinyl methyl ketone |  |  |  |  | Y | 91 |
| Vinyl acetate | Vinyl octadecyl ether | 4.5 | 0 |  |  |  | 372 |
| Vinyl acetate | Vinyl octyl ether | 3.47 | 0 |  |  |  | 372 |
| Vinyl acetate | Vinyl propionate | 0.9 | 1 |  |  |  | 425 |
| Vinyl acetate | Vinyl stearate | 0.9 | 0.73 |  |  |  | 537 |
| Vinyl acetate | Vinyl tert-butyl sulfide | 13 | 0.07 |  |  |  | 598 |
| Vinyl acetate | Vinyl tert-butyl sulfide | 13 | 0.07 |  |  |  | 601 |
| Vinyl acetate | Vinyl thiolacetate | 0.05 | 5.5 |  |  |  | 566 |
| Vinyl acetate | Vinyl, N-, N-methylacetamide | 0.49 | 0.93 |  |  |  | 631 |
| Vinyl acetate | Vinylene carbonate | 3.2 | 0.62 | 0.3 | 0.3 | Y | 103 |
| Vinyl acetate | Vinylene carbonate | 3 |  | 0.27 |  |  | 103 |
| Vinyl acetate | Vinylene carbonate | 7.3 | 0.13 |  |  |  | 120 |
| Vinyl acetate | Vinylene carbonate | 3.83 | 0.18 | 0.044 | 0.039 | Y | 144 |
| Vinyl acetate | Vinylene carbonate | 3.92 | 0.32 | 0.08 | 0.11 | Y | 90 |
| Vinyl acetate | Vinylidene chloride | 0.05 | 6.7 |  |  |  | 432 |
| Vinyl acetate | Vinylidene chloride | 0.05 | 5 |  |  |  | 436 |
| Vinyl acetate | Vinylidene chloride | 0.12 | 4.7 |  |  |  | 812 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl butyl ether | Acrylonitrile |  |  |  |  | N | 345 |
| Vinyl butyl ether | Benzenesulfamide, p-methacrylamide- | 0 |  | 3.4 | 0.1 |  | 1005 |
| Vinyl butyl ether | Methacrylate, methyl |  |  |  |  | N | 127 |
| Vinyl butyl ether | Toluenesulfonamide, N,N-methyl-vinyl- | 3.37 | 1.65 | -0.31 | 0.29 | Y | 80 |
| Vinyl butyrate | Butadiene, 2-chloro- |  |  |  |  | N | 247 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl chloride | Acrylamide |  |  |  |  | Y | 156 |
| Vinyl chloride | Acrylamide, N-methylol- |  |  |  |  | Y | 157 |
| Vinyl chloride | Allyl acetate | 1.2 |  |  |  |  | 470 |
| Vinyl chloride | Carbon monoxide | 13.52 | 0.25 | 0.121 | 0.011 | Y | 184 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl chloride | Isobutylene | 1.54 |  |  |  |  | 560 |
| Vinyl chloride | Isobutylene, 3-chloro- | 0.31 |  |  |  |  | 475 |
| Vinyl chloride | Maleate, diethyl | 0.8 |  |  |  |  | 449 |
| Vinyl chloride | Propenyl, 2-, acetate | 2.2 |  | 0.25 |  |  | 189 |
| Vinyl chloride | Propenyl, 2-chloro-, acetate | 0.7 |  | 0 |  |  | 445 |
| Vinyl chloride | Propenyltriethoxysilane |  |  |  |  | Y | 237 |
| Vinyl chloride | Propylene | 2.9 |  |  |  |  | 588 |
| Vinyl chloride | Pyridine, 4-vinyl- |  |  |  |  | Y | 154 |
| Vinyl chloride | Styrene | 0.01 | 0.87 | 14.7 | 29.2 | Y |  |
| Vinyl chloride |  |  |  |  |  |  | 59 |
| Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride Vinyl chloride |  |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl chloride | Vinylene carbonate | 4.82 | 0.49 | 0.03 | 0.12 | Y | 103 |
| Vinyl chloride | Vinylene carbonate | 15.38 | 1.44 | 0.069 | 0.068 | Y | 319 |
| Vinyl chloride | Vinylene carbonate | 17.81 | 7.84 | 0 | 0.22 | Y | 319 |
| Vinyl chloride | Vinylphenylisocyanate, p- | 0.01 |  | 11.9 |  |  | 777 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Vinyl chloroacetate | Styrene | 0.03 |  |  |  |  | 542 |
| Vinyl chloroformate | Methacrylic anhydride |  |  |  |  | Y | 106 |
| Vinyl cinnamate | Methacrylonitrile | 0.15 | 4.6 | 200 |  |  |  |
| Vinyl cinnamate | Vinyl acetate | 1.2 | 0.04 | 200 |  |  |  |
| Vinyl cyclohexyl ketone | Vinyl 4-chlorocyclohexyl ketone | 1.6 | 0.5 | 668 |  |  |  |
| Vinyl cyclohexyl ketone | Vinyl acetate | 13.76 | 0.08 | 846 |  |  |  |
| Vinyl cymantrene | Acrylate, methyl | 0.211 | 0.067 | 0.46 | 0.14 | Y | 354 |
| Vinyl cymantrene | Acrylonitrile | -0.065 | 0.093 | 0.446 | 0.048 | Y | 354 |
| Vinyl cymantrene | Pyrrolidone, N-vinyl- | 0.093 | 0.053 | 0.037 | 0.03 | Y | 308 |
| Vinyl cymantrene | Styrene | 0.096 | 0.014 | 2.324 | 0.06 | Y | 354 |
| Vinyl dichloroacetate | Acrylonitrile | 0.18 | 0.25 | 542 |  |  |  |
| Vinyl dichloroacetate | Styrene | 0.28 |  | 542 |  |  |  |
| Vinyl dodecyl ether | Acrylonitrile | 0 | 0.82 |  |  |  | 373 |
| Vinyl dodecyl ether | Styrene | 0 | 27 |  |  |  | 374 |
| Vinyl dodecyl ether | Styrene | 0 | 56 |  |  |  | 374 |
| Vinyl dodecyl ether | Vinyl acetate | 0 | 3.67 |  |  |  | 372 |
| Vinyl dodecyl ether | Vinyl chloride | 0.15 | 1.93 |  |  |  | 370 |
| Vinyl dodecyl ether | Vinylidene chloride | 0 | 1.3 |  |  |  | 371 |
| Vinyl ether | Acrylonitrile | 0.02 | 0.94 |  |  |  | 386 |
| Vinyl ether | Pyridine, 4-vinyl- | 0.03 |  |  |  |  | 395 |
| Vinyl ethyl ether | Acrylate, methyl | 0 | 3.3 |  |  |  | 470 |
| Vinyl ethyl ether | Ethylene | 0 | 2.7 |  |  |  | 584 |
| Vinyl ethyl ether | Methacrylate methyl | 0.01 |  |  |  |  | 106 |
| Vinyl ethyl ether | Styrene | 0 | 90 | 140 |  |  |  |
| Vinyl ethyl ether | Vinyl acetate | 0.26 | 3.42 |  |  | Y | 158 |
| Vinyl ethyl ether | Vinylidene chloride | 0 | 3.2 | 470 |  |  |  |
